Unnamed: 0	Sim	Year	Month	QM	ontNTS	ontNBS	erieOut	stlouisontOut	iceInd	lsdamR	saundershwR	ptclaireR	ogdensburgR	cardinalR	iroquoishwR	iroquoistwR	morrisburgR	saunderstwR	cornwallR	summerstownR	jetty1R	varennesR	sorelR	stpierreR	threeriversR	batiscanR	ontNBS_QM1	ontNBS_QM2	ontNBS_QM3	ontNBS_QM4	erieOut_QM1	erieOut_QM2	erieOut_QM3	erieOut_QM4	slonFlow_QM1	slonFlow_QM2	slonFlow_QM3	slonFlow_QM4	ontNTS_QM1	ontNTS_QM2	ontNTS_QM3	ontNTS_QM4	forNTS	indicator	confidence	ontLevel	ontFlow	kingstonLevel	stlouisFlow	flowRegime	alexbayLevel	brockvilleLevel	ogdensburgLevel	cardinalLevel	iroquoishwLevel	iroquoistwLevel	morrisburgLevel	longsaultLevel	saundershwLevel	saunderstwLevel	cornwallLevel	summerstownLevel	lerybeauharnoisLevel	ptclaireLevel	jetty1Level	stlambertLevel	varennesLevel	sorelLevel	lacstpierreLevel	maskinongeLevel	troisrivieresLevel	batiscanLevel	freshetIndicator
455	456	2031	6	24	7025	870	6155	1274	0	1.017471074	1.010206612	1.001471074	1.040128713	1.023465347	1.022574257	1.015039604	1.022960396	0.998306931	0.971188119	0.962346535	0.998415842	1.008158416	1.001841584	1.003435644	1.003435644	1.014485149	935.4910522096	800.7535133882761	718.8131469585692	677.5828299189973	6129.0	5949.627574350399	6039.499049810401	5932.080070620908	1072.337750896	997.7820132239073	892.9845802985099	802.1536368100167	7064.4910522096	6750.381087738675	6758.312196768969	6609.6629005399045	6605.910329092238	-1.0	3.0	75.13	724.0	75.1	831.2337750896	RC2	75.0	74.9	74.85	74.43	74.28	74.25	74.06	73.9	73.87	48.17	46.9	46.69	21.15	21.15	6.26	6.01	5.52	4.66	4.27	4.27	3.85	3.1	1.0
456	457	2031	7	25	6196	177	6019	1629	0	1.020520661	1.013413223	1.001528926	1.032227723	1.023554455	1.020524752	1.01449505	1.023584158	0.998752475	0.97850495	0.970326733	0.998455446	1.004346535	0.998554455	1.002207921	1.002207921	1.002039604	769.6714600096	694.2837903301561	660.0412537597254	605.9150777162425	6155.0	6039.499049810401	6048.8959063304	5997.821244172555	1172.865177896	1016.0734173453072	892.9509413249093	797.2123327802678	6924.6714600096	6733.782840140557	6708.937160090125	6603.736321888798	6627.642353237925	-1.0	3.0	75.1	723.0	75.07	840.2865177896	RC2	74.97	74.87	74.82	74.39	74.25	74.22	74.02	73.85	73.82	48.16	46.9	46.69	21.18	21.18	6.31	6.06	5.57	4.7	4.31	4.31	3.89	3.13	1.0
457	458	2031	7	26	6106	174	5932	1449	0	1.032429752	1.026528926	1.002933884	1.042366337	1.032188119	1.029306931	1.021554455	1.030326733	1.001673267	0.996574257	1.009524752	0.998079208	1.002643564	0.997118812	0.98350495	0.98350495	1.001693069	413.0019154096	438.05902694299607	447.1698567673991	416.69482434732345	6019.0	6048.8959063304	5986.1613846404	5995.403495171132	1412.0896698959998	1171.362518299707	1002.5844960207194	887.9703744217493	6432.0019154096	6486.954933273396	6433.331241407799	6412.098319518455	6621.677987885469	-1.0	3.0	75.06	717.0	75.03	858.2089669896	RC2	74.93	74.82	74.77	74.35	74.2	74.17	73.98	73.8	73.77	48.15	46.91	46.7	21.24	21.24	6.41	6.15	5.66	4.78	4.39	4.39	3.97	3.2	1.0
458	459	2031	7	27	6413	434	5979	1231	0	1.036256198	1.029520661	1.006338843	1.042435644	1.033336634	1.031475248	1.016059406	1.033029703	1.004554455	1.024821782	1.070475248	1.00749505	1.011752475	1.010673267	1.000346535	1.000346535	1.016227723	324.6287178896	357.65284612000414	352.6788991190713	366.6313957022448	5932.0	5986.1613846404	5928.9131036504	5934.701420633859	1203.408066896	1025.113499975107	904.5890449815016	824.456181810788	6256.6287178896	6343.814230760404	6281.592002769472	6301.332816336104	6632.161446543047	-1.0	3.0	75.04	709.0	75.01	829.3408066896	RC2	74.91	74.81	74.76	74.34	74.19	74.17	73.98	73.8	73.77	48.13	46.92	46.71	21.16	21.16	6.28	6.03	5.54	4.67	4.28	4.28	3.87	3.11	1.0
459	460	2031	7	28	6110	118	5992	1184	0	1.046272727	1.039834711	1.008801653	1.04119802	1.040326733	1.035445545	1.020742574	1.036514851	1.005673267	1.037069307	1.105960396	1.013782178	1.01609901	1.018782178	1.010871287	1.010871287	1.009841584	409.5604566095999	393.643383476516	395.92615597936776	372.6000659710544	5979.0	5928.9131036504	5930.6280250504	5925.838428896747	1049.068816296	921.4303674041872	836.879296019469	790.3811959607294	6388.5604566096	6322.556487126916	6326.554181029767	6298.438494867802	6637.228436402387	-1.0	3.0	75.01	706.0	74.98	810.9068816296	RC2	74.88	74.78	74.73	74.3	74.16	74.14	73.94	73.76	73.73	48.12	46.93	46.72	21.1	21.1	6.18	5.93	5.45	4.59	4.2	4.2	3.79	3.05	1.0
460	461	2031	8	29	5994	40	5954	1139	0	1.04646281	1.041421488	1.011	1.051079208	1.044712871	1.040089109	1.025940594	1.040227723	1.008029703	1.061940594	1.158584158	1.018188119	1.02039604	1.020039604	1.00550495	1.00550495	1.000227723	255.26879076960017	286.72359810885234	294.50649773396265	267.34915923828964	5992.0	5930.6280250504	5961.7222555404	5925.006642539068	1038.577621096	919.2374099315472	851.1332099334029	789.1120033535192	6247.2687907696	6217.351623159252	6256.228753274362	6192.355801777358	6649.913426522812	-1.0	3.0	74.98	700.0	74.95	803.8577621096	RC2	74.85	74.75	74.7	74.28	74.13	74.11	73.91	73.74	73.7	48.1	46.94	46.73	21.09	21.09	6.16	5.91	5.43	4.58	4.19	4.19	3.77	3.04	1.0
461	462	2031	8	30	6107	136	5971	991	0	1.041991736	1.036636364	1.011132231	1.039069307	1.041752475	1.036623762	1.024019802	1.038148515	1.008128713	1.064267327	1.178940594	1.020752475	1.024693069	1.027514851	1.015465347	1.015465347	1.009148515	184.5570300096	213.8786140521563	209.69007817918657	143.99010511851338	5954.0	5961.7222555404	5938.3006218904	5929.542709521779	1006.424119296	912.4281418687872	834.3266201594347	771.1247830012837	6138.5570300096	6175.600869592556	6147.990700069587	6073.532814640293	6666.333152283071	-1.0	3.0	74.95	695.0	74.92	795.6424119296	RC2	74.82	74.72	74.67	74.25	74.11	74.08	73.89	73.72	73.69	48.09	46.94	46.73	21.06	21.06	6.11	5.87	5.38	4.54	4.15	4.15	3.73	3.0	1.0
462	463	2031	8	31	6029	74	5955	834	0	1.045942149	1.041586777	1.010438017	1.047207921	1.047227723	1.040128713	1.027019802	1.039178218	1.008564356	1.061019802	1.171663366	1.025118812	1.024990099	1.031772277	1.021534653	1.021534653	1.024673267	190.83344760960017	191.50327760511607	130.98425452910124	140.86888187308784	5971.0	5938.3006218904	5934.819890570399	5892.04805031166	899.0369214960001	824.9121813388274	764.1801591918434	734.9454685238212	6161.833447609601	6129.803899495516	6065.804145099501	6032.916932184748	6680.234831552321	-1.0	2.0	74.92	690.0	74.89	779.9036921496	RC2	74.79	74.69	74.64	74.22	74.08	74.05	73.86	73.69	73.66	48.07	46.93	46.73	21.01	21.01	6.03	5.79	5.31	4.47	4.08	4.08	3.67	2.95	1.0
463	464	2031	8	32	5552	-328	5880	777	0	1.038917355	1.035438017	1.00877686	1.034683168	1.039306931	1.034940594	1.021237624	1.03350495	1.010188119	1.067019802	1.177752475	1.018118812	1.015584158	1.017534653	1.00150495	1.00150495	0.984693069	136.05412336959978	87.22485220081194	109.57540360318649	208.2564783856509	5955.0	5934.819890570399	5901.5466565804	5911.589331616843	768.4471260959999	724.4834927725472	705.6629568389591	718.8205735516237	6091.054123369599	6022.044742771212	6011.122060183587	6119.845810002494	6691.4989354139325	-1.0	2.0	74.88	685.0	74.85	761.8447126096	RC2	74.76	74.65	74.61	74.18	74.04	74.02	73.83	73.66	73.62	48.05	46.93	46.73	20.94	20.94	5.92	5.68	5.2	4.38	3.98	3.98	3.57	2.87	1.0
464	465	2031	9	33	5340	-494	5834	684	0	1.037909091	1.034016529	1.007677686	1.038891089	1.041029703	1.035554455	1.021435644	1.03350495	1.009811881	1.065138614	1.176673267	1.020277228	1.017980198	1.019405941	1.007762376	1.007762376	1.007544554	-133.0152347503997	-64.23382228293985	83.96101400588202	145.63908262569828	5880.0	5901.5466565804	5880.4077778604	5839.438249183331	731.9090978959998	710.8833850893071	722.6714573922502	738.8038543498437	5746.9847652496	5837.31283429746	5964.368791866282	5985.07733180903	6690.6074390744525	-1.0	2.0	74.83	685.0	74.8	758.1909097896	R+	74.7	74.6	74.55	74.12	73.97	73.95	73.76	73.58	73.54	48.05	46.93	46.73	20.93	20.93	5.9	5.66	5.18	4.37	3.97	3.97	3.56	2.86	1.0
465	466	2031	9	34	5218	-514	5732	622	0	1.031	1.026768595	1.007504132	1.02849505	1.032485149	1.025554455	1.01450495	1.025455446	1.010376238	1.062623762	1.170821782	1.01929703	1.017336634	1.020732673	0.997445545	0.997445545	1.008554455	-235.55719187040015	-51.244082652092175	48.95042763666606	86.59681318633625	5834.0	5880.4077778604	5801.0177109204005	5864.396606037395	669.288706296	693.4291219021873	717.2330498486326	762.590642709996	5598.4428081296	5829.163695208307	5849.968138557067	5950.993419223732	6695.283415873809	-1.0	2.0	74.78	668.0	74.75	734.9288706295999	RC2	74.66	74.55	74.51	74.1	73.96	73.94	73.76	73.59	73.56	47.99	46.91	46.72	20.85	20.85	5.77	5.53	5.06	4.26	3.86	3.86	3.45	2.77	1.0
466	467	2031	9	35	5268	-403	5671	597	0	1.033760331	1.030578512	1.005198347	1.04870297	1.040237624	1.032405941	1.023821782	1.031574257	1.010920792	1.068792079	1.18770297	1.018267327	1.015039604	1.019653465	1.002712871	1.002712871	1.023405941	-183.3930393904004	-55.338978485084	12.016766599592188	109.9064218424661	5732.0	5801.0177109204005	5779.9822619904	5841.704134981924	652.3730670960001	688.3693835487472	741.299166071456	765.8874619455905	5548.6069606096	5745.678732435316	5791.999028589992	5951.61055682439	6706.132226055428	-1.0	2.0	74.74	658.0	74.71	723.2373067096	RC2	74.62	74.51	74.47	74.06	73.93	73.91	73.73	73.57	73.54	47.95	46.9	46.72	20.8	20.8	5.68	5.46	4.98	4.19	3.79	3.79	3.38	2.72	1.0
467	468	2031	9	36	4918	-687	5605	561	0	1.019099174	1.015090909	1.004404959	1.00770297	1.017445545	1.014673267	1.004	1.015574257	1.009435644	1.059514851	1.16890099	1.011089109	1.004386139	1.002544554	0.986039604	0.986039604	0.979821782	-159.5644419903997	-70.23595759904379	51.08537538392716	154.387131157799	5671.0	5779.9822619904	5767.7500610104	5682.385569350539	640.2944866959999	707.5010384454672	740.9560468821483	780.0446405797159	5511.4355580096	5709.746304391356	5818.835436394327	5836.772700508338	6715.381625394811	-1.0	2.0	74.69	651.0	74.66	715.0294486696	RC2	74.57	74.47	74.43	74.03	73.9	73.87	73.7	73.54	73.51	47.92	46.89	46.71	20.77	20.77	5.63	5.41	4.94	4.15	3.75	3.75	3.34	2.68	1.0
468	469	2031	10	37	4949	-595	5544	531	0	1.003561983	0.999909091	1.001090909	0.978435644	0.998742574	0.99739604	0.992930693	0.998	1.009940594	1.061386139	1.160237624	1.006544554	1.004237624	1.001128713	0.988514851	0.988514851	0.989217822	-320.55687343040063	-146.46306008046804	13.115145172250775	118.70360196226976	5605.0	5767.7500610104	5582.8556587304	5713.397807023115	638.6575650960001	692.5569727123473	744.3427395700935	868.6146963714074	5284.443126569599	5621.287000929931	5595.970803902651	5832.101408985385	6709.976275514019	-1.0	2.0	74.64	642.0	74.61	705.8657565096	RC2	74.52	74.43	74.39	74.0	73.87	73.84	73.68	73.52	73.49	47.89	46.88	46.71	20.73	20.73	5.57	5.34	4.88	4.1	3.7	3.7	3.29	2.64	1.0
469	470	2031	10	38	4907	-553	5460	495	0	1.003528926	0.999661157	1.001198347	1.000881188	1.002891089	1.001376238	0.996712871	1.002188119	1.007792079	1.047287129	1.137564356	1.009643564	1.004970297	1.002772277	0.984	0.984	1.003227723	-276.7137679504003	-89.6761995796603	45.19485773409849	170.18936705527346	5544.0	5582.8556587304	5586.1287723204	5522.692998296251	599.088674696	678.6316580670673	820.1424772784213	903.4968591021826	5267.2862320496	5493.17945915074	5631.323630054498	5692.882365351525	6689.762824732952	-1.0	2.0	74.59	631.0	74.56	690.9088674696	RC2	74.47	74.38	74.34	73.96	73.83	73.8	73.64	73.49	73.46	47.85	46.86	46.7	20.68	20.68	5.48	5.27	4.8	4.03	3.63	3.63	3.22	2.58	1.0
470	471	2031	10	39	4942	-496	5438	517	0	0.992504132	0.988892562	0.999859504	0.985732673	0.992455446	0.996960396	0.98919802	0.997742574	1.006118812	1.041732673	1.120752475	1.003425743	0.995653465	0.992405941	0.97249505	0.97249505	0.991445545	-220.8016453104001	-58.28681325471598	96.18695271406888	296.5695143894487	5460.0	5586.1287723204	5452.8126996104	5551.444409046243	588.261870696	756.6097438342671	856.6315130351044	930.7363912918383	5239.1983546896	5527.841959065683	5548.999652324469	5848.013923435692	6694.251360092677	-1.0	2.0	74.55	622.0	74.52	680.8261870696	RC2	74.44	74.35	74.31	73.93	73.8	73.78	73.62	73.48	73.45	47.81	46.84	46.69	20.64	20.64	5.42	5.2	4.74	3.98	3.57	3.57	3.17	2.54	1.0
471	472	2031	10	40	5031	-403	5434	576	0	0.98668595	0.984016529	0.998652893	0.979059406	0.988594059	0.989079208	0.984069307	0.989079208	1.006633663	1.040574257	1.122435644	0.994524752	0.973990099	0.977613861	0.964059406	0.964059406	0.981782178	-188.89595239040025	-6.887259074884014	222.85848464077296	454.7605875557631	5438.0	5452.8126996104	5467.1887633504	5429.290677848796	694.7401876959999	813.1353166536672	898.6511308991074	972.006094947004	5249.1040476096	5445.925440535516	5690.047247991173	5884.051265404559	6700.020766333583	-1.0	2.0	74.51	615.0	74.48	684.4740187696	RC2	74.4	74.31	74.27	73.9	73.78	73.75	73.6	73.46	73.43	47.78	46.84	46.69	20.65	20.65	5.44	5.22	4.75	3.99	3.59	3.59	3.18	2.55	1.0
472	473	2031	11	41	4916	-452	5368	542	0	0.981090909	0.976859504	0.997628099	0.972544554	0.980009901	0.983841584	0.979524752	0.984445545	1.006475248	1.026514851	1.093188119	0.996138614	0.989970297	0.983693069	0.971920792	0.971920792	0.987079208	-108.5010400704	142.66684987218787	397.41347935642943	548.4550039175251	5434.0	5467.1887633504	5418.5900143104	5569.7374365241085	710.045085696	826.1755352972672	918.5439867522812	947.2932531735972	5325.4989599296005	5609.855613222588	5816.003493666829	6118.192440441633	6700.39595123431	-1.0	2.0	74.47	609.0	74.44	680.0045085696	M	74.36	74.28	74.24	73.87	73.74	73.72	73.57	73.43	73.41	47.76	46.82	46.68	20.64	20.64	5.42	5.2	4.74	3.98	3.57	3.57	3.17	2.54	1.0
473	474	2031	11	42	5357	-68	5425	518	0	0.984702479	0.97985124	0.997677686	0.988564356	0.988683168	0.991039604	0.987871287	0.991168317	1.008930693	1.016920792	1.081079208	0.995910891	0.988514851	0.983594059	0.968138614	0.968138614	1.003425743	-20.35775651040035	268.7576064497638	456.4498679036552	640.8865866619294	5368.0	5418.5900143104	5513.3188679304	5456.054370510155	680.2787918959999	815.9740994201072	871.6318892546508	862.8638143428232	5347.642243489599	5687.347620760163	5969.768735834055	6096.940957172084	6696.612495507829	-1.0	2.0	74.44	612.0	74.41	680.0278791896	M	74.33	74.24	74.2	73.81	73.69	73.66	73.51	73.37	73.34	47.78	46.82	46.68	20.64	20.64	5.42	5.2	4.74	3.98	3.57	3.57	3.17	2.54	1.0
474	475	2031	11	43	5162	-162	5324	477	0	0.972528926	0.967421488	0.996561983	0.945940594	0.969465347	0.972831683	0.971257426	0.974722772	1.003940594	0.997742574	1.034029703	0.990247525	0.979564356	0.976207921	0.96560396	0.96560396	0.983732673	246.14659768959973	438.6056961930842	628.125758817895	826.0357692997713	5425.0	5513.3188679304	5459.7003703704	5467.920558149212	675.0836522960001	772.5815818193872	789.7986920923456	853.954071633581	5671.1465976896	5951.924564123485	6087.826129188295	6293.956327448983	6697.566247942656	-1.0	2.0	74.41	612.0	74.38	679.5083652296	M	74.3	74.21	74.17	73.79	73.66	73.64	73.48	73.34	73.31	47.76	46.81	46.66	20.63	20.63	5.4	5.19	4.72	3.97	3.56	3.56	3.16	2.53	1.0
475	476	2031	11	44	5220	-130	5350	487	0	0.968694215	0.965446281	0.995719008	0.955336634	0.969237624	0.973009901	0.972019802	0.974039604	1.004168317	0.999881188	1.014851485	0.988871287	0.971168317	0.967693069	0.953108911	0.953108911	0.966653465	244.8993209296001	475.25642608278815	716.7149630832805	918.1044917645612	5324.0	5459.7003703704	5360.235986070399	5374.595643887084	600.605354896	668.8941276167072	764.7680104007388	776.4944068321244	5568.8993209296	5934.956796453189	6076.950949153679	6292.700135651645	6698.03528884788	-1.0	2.0	74.38	620.0	74.35	680.0605354895999	M	74.26	74.17	74.13	73.73	73.6	73.57	73.41	73.26	73.23	47.79	46.82	46.66	20.63	20.63	5.4	5.19	4.72	3.97	3.56	3.56	3.16	2.53	1.0
476	477	2031	12	45	5103	-186	5289	465	0	0.966380165	0.963619835	0.997801653	0.947257426	0.965049505	0.968178218	0.965049505	0.971039604	1.002940594	0.996257426	1.015831683	0.993732673	0.985613861	0.977336634	0.959613861	0.959613861	0.97529703	297.3292083696	576.2982369418121	817.6888659917653	976.5363970616518	5350.0	5360.235986070399	5312.1980732204	5427.457402977243	570.261958496	695.4265690622271	725.3442285074993	736.6570484624783	5647.3292083696	5936.534223012211	6129.886939212165	6403.993800038895	6691.577134837658	-1.0	2.0	74.34	623.0	74.31	680.0261958496	M	74.22	74.13	74.09	73.67	73.54	73.51	73.34	73.19	73.15	47.8	46.82	46.66	20.64	20.64	5.42	5.2	4.74	3.98	3.57	3.57	3.17	2.54	1.0
477	478	2031	12	46	4990	-261	5251	440	0	0.984677686	0.979752066	1.006884298	0.972178218	0.98529703	0.988821782	0.988029703	0.990881188	1.003930693	1.001039604	1.021633663	1.006851485	1.002811881	0.994920792	0.987257426	0.987257426	1.005465347	346.9101946495998	636.6602503103	847.0781606680537	1006.6259193970976	5289.0	5312.1980732204	5386.9383741004	5371.904077132163	604.0381366959998	661.0953563754672	689.2634378989743	663.0239340623623	5635.910194649599	5948.8583235307	6234.016534768454	6378.529996529262	6666.740329468188	-1.0	3.0	74.3	620.0	74.27	680.4038136696	M	74.18	74.08	74.04	73.62	73.48	73.45	73.27	73.12	73.08	47.79	46.82	46.66	20.66	20.66	5.45	5.23	4.77	4.01	3.6	3.6	3.2	2.56	1.0
478	479	2031	12	47	5346	241	5105	385	0	1.007669421	1.005743802	1.018231405	1.011970297	1.011237624	1.012257426	1.011722772	1.013623762	1.010217822	1.001752475	0.995940594	1.015425743	1.017356436	1.001673267	0.985346535	0.985346535	0.98449505	348.1460719295999	619.3883395473879	843.7990504178795	1064.790480155557	5251.0	5386.9383741004	5337.0946130844	5281.013683852708	518.677446096	589.1392769965473	589.1666766142359	765.3536245451975	5599.1460719296	6006.326713647788	6180.893663502279	6345.804164008265	6638.216574838593	-1.0	3.0	74.27	628.0	74.24	679.8677446096	M	74.14	74.04	73.99	73.54	73.39	73.36	73.17	73.01	72.96	47.84	46.82	46.66	20.68	20.68	5.48	5.27	4.8	4.03	3.63	3.63	3.22	2.58	1.0
479	480	2031	12	48	5339	208	5131	420	2	1.026553719	1.031090909	1.034991736	1.049178218	1.029148515	1.030079208	1.026267327	1.054316832	1.03909901	1.080930693	1.108445545	1.023623762	1.024762376	1.000247525	0.976485149	0.976485149	0.95290099	568.5368138095998	803.6680077636361	1036.091735555995	1248.7973145131446	5105.0	5337.0946130844	5120.6471366644	5168.914281262807	473.080518296	507.5738080805873	705.1660989479195	782.0832499538542	5673.5368138096	6140.762620848036	6156.738872220395	6417.711595775952	6632.898833805373	-1.0	3.0	74.24	633.0	74.21	680.3080518296	M	74.1	73.99	73.94	73.47	73.32	73.29	73.06	72.91	72.85	47.93	46.88	46.69	20.73	20.73	5.57	5.34	4.88	4.1	3.7	3.7	3.29	2.64	1.0
480	481	2032	1	1	5670	606	5064	356	2	1.144454545	1.15268595	1.068933884	1.076118812	1.093881188	1.114752475	1.116554455	1.194841584	1.071346535	1.247386139	1.325158416	1.076693069	1.083673267	1.072712871	1.041970297	1.041970297	1.002366337	632.5572359296	901.0544169417882	1152.2286419344618	1320.0325709280307	5131.0	5120.6471366644	5051.687665340401	5120.178402949111	461.489302096	672.7672771757474	758.1840422194175	769.0128501238388	5763.5572359296	6021.701553606188	6203.916307274862	6440.210973877141	6612.555101515947	-1.0	3.0	74.22	634.0	74.19	680.1489302096	M	74.08	73.96	73.91	73.39	73.21	73.17	72.87	72.72	72.65	48.01	46.98	46.74	20.8	20.8	5.68	5.46	4.98	4.19	3.79	3.79	3.38	2.72	1.0
481	482	2032	1	2	5472	418	5054	319	2	1.397793388	1.412917355	1.128677686	1.175029703	1.219534653	1.308029703	1.326	1.541792079	1.122811881	1.594683168	1.568019802	1.123584158	1.125792079	1.116425743	1.075584158	1.075584158	1.027257426	888.4503527696	1142.2817577540525	1312.9192972681744	1450.642074449515	5064.0	5051.687665340401	5087.9575116144	5061.32524074602	581.1814650960001	693.7964060923473	721.5168793706096	811.7258819975234	5952.4503527696	6193.969423094453	6400.876808882575	6511.967315195534	6604.543379898448	-1.0	3.0	74.19	622.0	74.16	680.1181465096	M	74.05	73.92	73.87	73.3	73.05	72.99	72.51	72.42	72.34	48.08	47.15	46.79	20.94	20.94	5.92	5.68	5.2	4.38	3.98	3.98	3.57	2.87	1.0
482	483	2032	1	3	5033	18	5015	326	2	1.597867769	1.609181818	1.130066116	1.244693069	1.282029703	1.447029703	1.466188119	1.700178218	1.131405941	1.690732673	1.697455446	1.130158416	1.139405941	1.122782178	1.066386139	1.066386139	1.011712871	919.0060203296	1136.714394618028	1324.633399770525	1468.046991628101	5054.0	5087.9575116144	5062.6404967004	5022.09974041667	466.1704580960001	561.4888534149472	693.6801375398908	635.6836394602925	5973.0060203296	6224.671906232428	6387.273896470925	6490.146732044771	6583.6967482573245	-1.0	3.0	74.15	633.0	74.12	679.6170458096	M	73.99	73.85	73.79	73.16	72.82	72.75	72.19	72.0	71.9	48.14	47.21	46.82	20.94	20.94	5.92	5.68	5.2	4.38	3.98	3.98	3.57	2.87	1.0
483	484	2032	1	4	4766	-154	4920	367	2	1.641826446	1.652917355	1.136909091	1.255950495	1.28009901	1.462910891	1.47249505	1.672247525	1.125277228	1.690405941	1.703019802	1.131237624	1.143267327	1.129970297	1.088594059	1.088594059	1.045267327	709.0969373695999	987.165955725212	1226.7153105460668	1412.129690890155	5015.0	5062.6404967004	4980.601507810399	5032.551460673588	439.79286169599993	608.1241212204671	572.5726713724032	520.4326246597202	5724.0969373696	6049.806452425612	6207.316818356466	6444.681151563743	6554.793463930412	-1.0	3.0	74.11	606.0	74.08	649.9792861696	M	73.96	73.84	73.78	73.2	72.87	72.82	72.34	72.1	72.0	48.02	47.18	46.8	20.84	20.84	5.75	5.52	5.05	4.25	3.85	3.85	3.44	2.76	1.0
484	485	2032	2	5	4996	125	4871	420	2	1.693099174	1.699950413	1.128545455	1.268554455	1.315425743	1.516554455	1.526277228	1.739594059	1.119930693	1.654811881	1.709326733	1.140742574	1.152960396	1.14480198	1.097138614	1.097138614	1.052217822	577.5401492496002	903.44653004346	1180.9518406511916	1351.527807468214	4920.0	4980.601507810399	4951.4175461504	5017.080434488955	544.925358696	528.1420021158672	487.6580440959895	490.3142736534774	5497.5401492496	5884.04803785386	6132.369386801592	6368.6082419571685	6522.736069978061	-1.0	3.0	74.08	596.0	74.05	650.4925358696	M	73.93	73.81	73.75	73.16	72.83	72.77	72.29	72.06	71.98	47.96	47.15	46.8	20.83	20.83	5.73	5.5	5.03	4.23	3.83	3.83	3.42	2.75	1.0
485	486	2032	2	6	5418	429	4989	370	1	1.724950413	1.729297521	1.124057851	1.270089109	1.332376238	1.518643564	1.524792079	1.732960396	1.115871287	1.658247525	1.737722772	1.145554455	1.164118812	1.136148515	1.083871287	1.083871287	1.034841584	688.6709752096	1011.455118044076	1230.3163255121117	1432.1173462349093	4871.0	4951.4175461504	4954.7390968464	5020.173291930748	419.681805696	411.4071980012672	434.06732666389377	688.2815026435055	5559.6709752096	5962.872664194476	6185.055422358511	6452.290638165658	6487.175821284408	-1.0	3.0	74.07	578.0	74.03999999999999	619.9681805696	M	73.93	73.81	73.76	73.2	72.9	72.85	72.41	72.16	72.09	47.88	47.13	46.8	20.7	20.7	5.52	5.3	4.83	4.06	3.66	3.66	3.25	2.6	1.0
486	487	2032	2	7	6225	1124	5101	502	1	1.652272727	1.657892562	1.079892562	1.26850495	1.329227723	1.504792079	1.505079208	1.691792079	1.109584158	1.58690099	1.714712871	1.134376238	1.148386139	1.134584158	1.083910891	1.083910891	1.037891089	888.2152732095999	1133.057818554876	1362.5652771459374	1560.5316620371254	4989.0	4954.7390968464	5041.5501916804005	5002.933917716632	368.273454296	403.7429813157872	665.91254632832	718.1666137191103	5877.2152732096	6087.796915401275	6404.115468826338	6563.465579753758	6440.214468414977	-1.0	3.0	74.08	583.0	74.05	619.8273454296	M	73.94	73.82	73.77	73.2	72.9	72.86	72.43	72.22	72.14	47.89	47.1	46.79	20.61	20.61	5.37	5.15	4.69	3.94	3.53	3.53	3.13	2.51	1.0
487	488	2032	2	8	9303	3952	5351	999	1	1.58414876	1.589603306	1.074272727	1.250287129	1.295485149	1.457405941	1.459168317	1.609910891	1.101990099	1.550554455	1.780475248	1.123772277	1.141831683	1.104881188	1.066326733	1.066326733	1.052683168	1244.9612498896	1450.877305367204	1623.6858732253922	1740.2728875290718	5101.0	5041.5501916804005	5086.1271194304	5142.0589169682125	519.8443682960001	747.5353838505873	778.3762461414335	1042.7391269388452	6345.9612498896	6492.427497047604	6709.812992655792	6882.331804497284	6407.923512947965	-1.0	3.0	74.19	598.0	74.16	649.9844368296	M	74.05	73.93	73.88	73.33	73.04	72.99	72.6	72.38	72.31	47.93	47.1	46.81	20.71	20.71	5.53	5.31	4.85	4.07	3.67	3.67	3.26	2.62	1.0
488	489	2032	3	9	9005	3487	5518	1253	1	1.509975207	1.513553719	1.057669421	1.227514851	1.264207921	1.385148515	1.390306931	1.520970297	1.096356436	1.538386139	1.774940594	1.110237624	1.123069307	1.10570297	1.082158416	1.082158416	1.068613861	2735.6378961696	2637.5941350116923	2465.344859944271	2404.508556199737	5351.0	5086.1271194304	5318.0739679404005	5296.594335562411	1163.538303296	1070.8390632175874	1258.476281488863	1662.5083465729554	8086.6378961696	7723.721254442093	7783.418827884671	7701.102891762149	6426.162679197429	-1.0	3.0	74.3	564.0	74.27	680.3538303296	M	74.18	74.08	74.04	73.6	73.39	73.35	73.06	72.89	72.85	47.78	47.05	46.79	20.78	20.78	5.65	5.42	4.95	4.17	3.77	3.77	3.36	2.69	1.0
489	490	2032	3	10	8717	3139	5578	1349	0	1.404123967	1.407884298	1.036421488	1.183455446	1.216831683	1.300950495	1.306356436	1.410861386	1.088336634	1.50550495	1.786346535	1.083722772	1.08990099	1.070594059	1.062584158	1.062584158	1.058306931	2994.1905894896	2746.763899341365	2605.758576207809	2497.905183565376	5518.0	5318.0739679404005	5542.2436300304	5443.5034138449	1148.509708296	1313.081128238587	1702.787977263095	2244.040302092232	8512.1905894896	8064.837867281765	8148.002206238209	7941.408597410276	6460.099941537847	-1.0	3.0	74.4	565.0	74.37	679.8509708296	M	74.29	74.2	74.16	73.75	73.58	73.54	73.3	73.14	73.11	47.77	47.04	46.8	20.73	20.73	5.57	5.34	4.88	4.1	3.7	3.7	3.29	2.64	1.0
